Frequency (GHz),T1 (µs),T2 (µs),√x (sx) error,Single-qubit Pauli-X error,Readout assignment error
4.97185344325219,168.75817840504038,237.8589220110257,1.6173640857351345e-4,1.6173640857351345e-4,2.4599999999999955e-2
