Qubit,Frequency (GHz),T1 (µs),T2 (µs),√x (sx) error,Single-qubit Pauli-X error,Readout assignment error,CNOT error
,5.113285442935349,72.77271191401857,106.17586806327046,3.781158411938592e-4,3.781158411938592e-4,1.7900000000000027e-2,"cx0_1: 9.373e-3 "
1,5.161153362597218,72.89874657272374,29.914186932422293,4.401164940562229e-4,4.401164940562229e-4,1.760000000000006e-2,"cx1_0: 9.373e-3 , cx1_4: 6.733e-3 , cx1_2: 1.219e-2 "
2,5.310980517349612,48.960627514961885,70.92996128130257,5.329085489618124e-4,5.329085489618124e-4,2.0399999999999974e-2,"cx2_3: 1.741e-2 , cx2_1: 1.219e-2 "
3,5.4605239516134265,50.600051021775215,39.63431986992155,1.2300982924570484e-3,1.2300982924570484e-3,2.6499999999999968e-2,"cx3_2: 1.741e-2 , cx3_5: 1.263e-2 "
4,5.35368381943894,80.52293051501066,88.82651255818283,2.723277239967115e-4,2.723277239967115e-4,1.21e-2,"cx4_7: 1.312e-2 , cx4_1: 6.733e-3 "
5,5.303499104575513,97.25766092385096,113.08651911790245,3.3249518476751415e-4,3.3249518476751415e-4,2.9300000000000104e-2,"cx5_3: 1.263e-2 , cx5_8: 1.282e-2 "
6,5.136353763514709,59.577741547125136,14.54626401296732,3.382707530134585e-4,3.382707530134585e-4,1.9100000000000006e-2,"cx6_7: 8.804e-3 "
7,5.20252247122427,86.23285402868773,128.0220106276802,2.4265842893257181e-4,2.4265842893257181e-4,1.3500000000000068e-2,"cx7_4: 1.312e-2 , cx7_6: 8.804e-3 , cx7_10: 6.202e-3 "
8,5.174620094032107,82.73172940465554,124.24991617643798,1.2707060008534138e-3,1.2707060008534138e-3,6.630000000000003e-2,"cx8_9: 1.141e-2 , cx8_11: 1.074e-2 , cx8_5: 1.282e-2 "
9,5.253693717336269,73.61733909584372,76.50814000288185,2.483303652646067e-4,2.483303652646067e-4,1.3299999999999979e-2,"cx9_8: 1.141e-2 "
10,5.426608692357132,77.37576966883675,104.48999604376962,2.2964314642105567e-4,2.2964314642105567e-4,1.529999999999998e-2,"cx10_12: 1.538e-2 , cx10_7: 6.202e-3 "
11,5.390188711092025,77.51651525821951,96.27824158453438,2.6289093571982405e-4,2.6289093571982405e-4,1.7800000000000038e-2,"cx11_8: 1.074e-2 , cx11_14: 7.459e-3 "
12,5.263124405954112,80.75377794844603,109.6221762135126,3.1114503592614615e-4,3.1114503592614615e-4,2.859999999999996e-2,"cx12_15: 7.573e-3 , cx12_10: 1.538e-2 , cx12_13: 6.514e-3 "
13,5.038197883373952,112.08232593748133,91.17265736445981,1.9605440567131832e-4,1.9605440567131832e-4,1.100000000000001e-2,"cx13_12: 6.514e-3 , cx13_14: 7.886e-3 "
14,5.205026166328851,67.03888153720455,106.55652518123972,2.3937033767548282e-4,2.3937033767548282e-4,1.4900000000000024e-2,"cx14_11: 7.459e-3 , cx14_13: 7.886e-3 "
15,5.125410241003236,108.64120846021353,165.84083245548803,2.521957652098987e-4,2.521957652098987e-4,1.6699999999999937e-2,"cx15_12: 7.573e-3 "
