Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,63.76798920193393,23.80343919399674,5.1001488246908675,4.1099999999999914e-2,4.78463895292236e-3,
Q1,58.47339184760823,79.52261848435874,5.238515710989009,6.0699999999999976e-2,1.3755118421044044e-2,"CX1_0: 4.209e-2, CX1_2: 3.194e-2"
Q2,70.24515522483564,106.96419913404684,5.032583897184802,6.459999999999999e-2,7.748097908604534e-3,"CX2_3: 3.640e-2"
Q3,71.95354761721744,67.19076901584228,4.896242838530884,3.600000000000003e-2,3.09920369071659e-3,
Q4,44.16276328341169,19.510785050672283,5.03060508486162,6.610000000000005e-2,8.37331268715491e-3,"CX4_3: 6.056e-2, CX4_10: 9.487e-2"
Q5,25.016975635312164,45.33249803551677,5.067161465052816,6.610000000000005e-2,4.867006427921927e-3,"CX5_4: 8.039e-2, CX5_6: 5.228e-2, CX5_9: 7.881e-2"
Q6,63.81740945279183,83.42279754266023,4.923825895369195,3.539999999999999e-2,2.2070163039779045e-3,"CX6_8: 3.092e-2"
Q7,38.79991321760291,70.8824836799484,4.974564806399717,1.7290000000000005e-1,2.992729297888297e-3,"CX7_8: 3.020e-2"
Q8,63.47018488035289,89.63757480200559,4.739555509911731,4.720000000000002e-2,3.8889718705447107e-3,
Q9,42.530095339084326,69.7097597231636,4.9633781471146134,3.4599999999999964e-2,6.655928668334865e-3,"CX9_8: 5.117e-2, CX9_10: 5.122e-2"
Q10,51.348408853156506,60.76745261593786,4.945063094931702,4.94e-2,3.0575897394959917e-3,
Q11,64.99668958647203,113.72970690253648,5.005003932335004,4.269999999999996e-2,2.4135182163201874e-3,"CX11_3: 3.482e-2, CX11_10: 3.335e-2, CX11_12: 4.924e-2"
Q12,45.29795992285695,78.72514427300553,4.75994089666582,5.279999999999996e-2,8.526544694261173e-3,"CX12_2: 8.422e-2"
Q13,19.708213359024604,35.26047888101373,4.968509427144544,5.590000000000006e-2,1.4876030063061263e-2,"CX13_1: 2.030e-1, CX13_12: 5.060e-2"
