Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Single-qubit U2 error,CNOT error
,4.82206408414341,74.29639299725389,49.92570552582972,3.7900000000000045e-2,3.188240603889843e-4,"cx0_1: 1.029e-2 "
1,4.759946230774766,65.94871132823697,39.25137107920651,1.649999999999996e-2,4.7524753055512423e-4,"cx1_3: 1.726e-2 , cx1_2: 1.214e-2 , cx1_0: 1.029e-2 "
2,4.907321063769424,66.37595035978518,110.15448951566871,1.31e-2,2.677078845642315e-4,"cx2_1: 1.214e-2 "
3,4.8789728102066805,86.59443362102829,126.0047846140909,1.7199999999999993e-2,2.623488463436111e-4,"cx3_5: 9.584e-3 , cx3_1: 1.726e-2 "
4,4.870904954751616,122.246413104895,35.909917985056325,2.5699999999999945e-2,3.472306943016705e-4,"cx4_5: 9.763e-3 "
5,4.963970476923507,85.73642913420065,45.94320452320452,1.4499999999999957e-2,3.436161042152354e-4,"cx5_6: 1.086e-2 , cx5_4: 9.763e-3 , cx5_3: 9.584e-3 "
6,5.1770000869098745,98.55282995853106,142.28772846773268,1.990000000000003e-2,2.7339630627525583e-4,"cx6_5: 1.086e-2 "
