Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Single-qubit U2 error,CNOT error
,5.000435449613829,51.82525381301381,78.75034033439681,3.400000000000003e-2,3.6471354464996057e-4,"cx0_1: 1.854e-2 "
1,4.845367524030207,76.0800848454329,82.21603412590548,6.55e-2,2.2792366388047178e-4,"cx1_2: 7.476e-3 , cx1_0: 1.854e-2 "
2,4.78292869628295,163.65730879552805,275.90827140232403,7.250000000000001e-2,1.5088564372843017e-4,"cx2_3: 6.620e-3 , cx2_1: 7.476e-3 "
3,4.858171185477014,198.97744716299988,211.5981261354121,1.4800000000000035e-2,2.046891356415026e-4,"cx3_4: 1.140e-2 , cx3_2: 6.620e-3 "
4,4.978278129750525,133.0638738874518,82.61100574523573,2.5700000000000056e-2,3.500073906260095e-4,"cx4_3: 1.140e-2 "
