Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,80.14367255792648,24.819971688055137,5.100157134293988,2.5700000000000056e-2,3.622175889565482e-3,
Q1,48.93672707591051,77.04241271581984,5.238526668768044,6.940000000000002e-2,1.1512209640955784e-2,"CX1_0: 3.654e-2, CX1_2: 4.113e-2"
Q2,62.36264805844071,92.86424117238253,5.0325808864332355,4.720000000000002e-2,6.561549030096203e-3,"CX2_3: 6.542e-2"
Q3,37.45521027300365,23.898339028858185,4.896241204210533,5.620000000000003e-2,9.536760188525228e-3,
Q4,46.9262101826573,22.471310647425433,5.029868628232099,4.6499999999999986e-2,1.4252782742184e-2,"CX4_3: 5.490e-2, CX4_10: 4.286e-2"
Q5,26.072182626824546,48.829996581074234,5.0671618827516465,7.050000000000001e-2,4.119663619738145e-3,"CX5_4: 1.051e-1, CX5_6: 8.018e-2, CX5_9: 5.975e-2"
Q6,68.5999362010851,39.74323285130215,4.923825592180948,4.169999999999996e-2,5.116676062626668e-3,"CX6_8: 3.951e-2"
Q7,39.573247092685925,62.975623184654026,4.974564208876991,2.0839999999999992e-1,3.3171923054914343e-3,"CX7_8: 2.923e-2"
Q8,56.82985918515895,81.99423689017273,4.739553706650063,3.8000000000000034e-2,4.379109550865401e-3,
Q9,41.5211449243367,65.3095561080604,4.963368869607353,5.119999999999991e-2,5.783789212577828e-3,"CX9_8: 5.297e-2, CX9_10: 4.283e-2"
Q10,48.53920470999847,55.06686119110156,4.945057175524563,6.65e-2,3.0995689811877947e-3,
Q11,57.33295660367916,98.29026342592864,5.005004562770372,2.3900000000000032e-2,3.2583746500347566e-3,"CX11_3: 1.073e-1, CX11_10: 8.427e-2, CX11_12: 5.027e-2"
Q12,75.40570144900012,122.11139641428632,4.760083420842753,2.300000000000002e-2,6.270148889317206e-3,"CX12_2: 9.338e-2"
Q13,20.897394690008092,34.13544618063066,4.968506682285977,1.0440000000000005e-1,1.6644393264545254e-2,"CX13_1: 3.535e-1, CX13_12: 5.730e-2"
