Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,4.796552149785281,115.41500439599862,18.735366330197596,6.910000000000005e-2,0.0004041700619473646,"cx0_1: 9.566e-3 "
1,4.940132122542785,93.36535039721,87.44445437455634,2.400000000000002e-2,0.00040500449337085116,"cx1_3: 9.237e-3 , cx1_2: 6.503e-3 , cx1_0: 9.566e-3 "
2,4.833512501211669,80.0337699516756,110.00845507582022,1.6100000000000003e-2,0.00042856816267357507,"cx2_1: 6.503e-3 "
3,4.807957680465148,134.73389067826471,107.70288115695405,2.2299999999999986e-2,0.0004566776671782484,"cx3_4: 8.798e-3 , cx3_1: 9.237e-3 "
4,4.749674011197765,101.03960740728259,44.815918110522496,3.159999999999996e-2,0.0005940855911347159,"cx4_3: 8.798e-3 "
