Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Single-qubit U2 error,CNOT error
,4.96867094150884,105.86225710611428,77.04335019593216,2.3900000000000032e-2,2.354513170281246e-4,"cx0_1: 7.403e-3 "
1,4.770081486184034,102.3401013917431,57.24184578930342,2.4799999999999933e-2,2.975997007095954e-4,"cx1_2: 2.523e-2 , cx1_0: 7.403e-3 "
2,5.0151545426162905,86.25772438082915,137.28483356038006,2.42e-2,9.191980101006443e-4,"cx2_3: 1.281e-2 , cx2_1: 2.523e-2 "
3,5.259256648226535,89.91521534301448,149.7229522831653,2.849999999999997e-2,3.2943316243340577e-4,"cx3_4: 5.465e-2 , cx3_2: 1.281e-2 "
4,4.997653405640076,60.83750273636507,125.90222024813026,4.6699999999999964e-2,1.1434649646318584e-3,"cx4_3: 5.465e-2 "
