Frequency (GHz),T1 (µs),T2 (µs),√x (sx) error,Single-qubit Pauli-X error,Readout assignment error
4.971844359567553,215.13410084720587,322.37159125384846,1.455848891407174e-4,1.455848891407174e-4,2.3800000000000043e-2
