Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,81.56506252565715,27.295424359750847,5.100145096870071,3.420000000000001e-2,4.977916363171686e-3,
Q1,55.61230037273056,88.38786582315089,5.238525281379017,8.749999999999991e-2,1.9568270289858747e-2,"CX1_0: 3.447e-2, CX1_2: 4.047e-2"
Q2,43.528534767620464,70.70571964953035,5.032579962232213,4.800000000000004e-2,6.101484768076149e-3,"CX2_3: 6.554e-2"
Q3,39.69255751156684,24.01125329837061,4.89623794167042,7.180000000000009e-2,1.0263476223963397e-2,
Q4,48.9293387703311,23.66805106790726,5.02986096395463,5.119999999999991e-2,1.410386493851834e-2,"CX4_3: 5.490e-2, CX4_10: 7.764e-2"
Q5,26.081548153214438,51.27484873995093,5.067158009236522,6.719999999999993e-2,5.159244455006706e-3,"CX5_4: 7.739e-2, CX5_6: 9.469e-2, CX5_9: 6.941e-2"
Q6,2.93542525740878,8.82867774679308,4.923816546514393,6.430000000000002e-2,1.3915971385203063e-2,"CX6_8: 5.608e-2"
Q7,46.523443178295594,73.5093586025673,4.974567846728715,1.825e-1,2.8060772000336742e-3,"CX7_8: 3.513e-2"
Q8,52.51798102288692,78.17112492008933,4.739551097793136,3.3499999999999974e-2,3.981058648481084e-3,
Q9,50.864566487792196,88.75348530818924,4.963379863789584,4.4300000000000006e-2,4.920965420379897e-3,"CX9_8: 5.521e-2, CX9_10: 1.031e-1"
Q10,50.92119050890996,37.38291050571178,4.945066694245789,7.389999999999997e-2,7.173662031714101e-3,
Q11,64.1545035073625,95.15610423904927,5.005006388957683,2.740000000000009e-2,2.7530097578983836e-3,"CX11_3: 5.554e-2, CX11_10: 7.211e-2, CX11_12: 4.001e-2"
Q12,78.1331187747034,129.91291642815537,4.760082786375262,2.9200000000000004e-2,6.353611524673508e-3,"CX12_2: 6.987e-2"
Q13,15.292274047356619,32.50518951022283,4.9685232499366,1.0109999999999997e-1,1.5334255203479419e-2,"CX13_1: 3.535e-1, CX13_12: 1.117e-1"
