Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,62.285385259777655,26.424963510614027,5.100145865021439,5.580000000000007e-2,4.56317730499034e-3,
Q1,64.89805419932479,116.99405013884733,5.2385186423347045,8.929999999999993e-2,2.2355619177647612e-2,"CX1_0: 4.436e-2, CX1_2: 3.645e-2"
Q2,69.40510833252425,140.04517550582227,5.032582223225101,3.3399999999999985e-2,1.033300833691575e-2,"CX2_3: 5.162e-2"
Q3,40.62754716163978,24.184427966980746,4.896246009979021,1.1660000000000004e-1,1.137955028842108e-2,
Q4,44.77398642065272,25.02799850616832,5.029813122307991,4.909999999999992e-2,1.7240096742081268e-2,"CX4_3: 5.490e-2, CX4_10: 4.281e-2"
Q5,27.142264039687173,47.8174199175985,5.06715867264494,6.679999999999997e-2,4.587368294259653e-3,"CX5_4: 7.345e-2, CX5_6: 6.978e-2, CX5_9: 8.482e-2"
Q6,31.89028448848734,68.06467177665394,4.923828153301568,5.24e-2,3.741389448460364e-3,"CX6_8: 7.600e-2"
Q7,36.36154787061759,78.12743896015036,4.974565274448722,2.1509999999999996e-1,4.557867955579109e-3,"CX7_8: 3.380e-2"
Q8,40.99999650300185,66.0088315320887,4.739556937411511,3.7800000000000056e-2,5.296808033108724e-3,
Q9,37.84969241501136,43.0283187459108,4.963373507026475,4.9000000000000044e-2,1.1125531635765573e-2,"CX9_8: 4.752e-2, CX9_10: 6.012e-2"
Q10,48.60663184086862,52.202564574504706,4.945069890110128,1.5460000000000007e-1,3.7758771952169923e-3,
Q11,59.55753375447286,100.5675993725008,5.005003325485682,2.8299999999999992e-2,3.0409929042818362e-3,"CX11_3: 5.627e-2, CX11_10: 3.771e-2, CX11_12: 3.218e-2"
Q12,85.01515303842335,143.79213680393818,4.760083190111274,2.6799999999999935e-2,9.564934138939218e-3,"CX12_2: 1.037e-1"
Q13,14.317518859841746,20.45787456954109,4.968510877182795,1.0650000000000004e-1,1.351467680902596e-2,"CX13_1: 1.149e-1, CX13_12: 4.778e-2"
