Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,5.000396615501397,101.64720043694795,157.9672275431296,4.500000000000004e-2,0.00028045828577907833,"cx0_1: 2.280e-2 "
1,4.844936326418956,157.66394553954035,82.34285244481414,3.73e-2,0.0001795188406818884,"cx1_2: 9.225e-3 , cx1_0: 2.280e-2 "
2,4.782893725457518,96.81900405256864,149.52080344534912,7.210000000000005e-2,0.00020702457992684753,"cx2_3: 1.296e-2 , cx2_1: 9.225e-3 "
3,4.858074583615107,117.78341344013718,201.4650312359341,5.499999999999994e-2,0.00023429238463703252,"cx3_4: 9.021e-3 , cx3_2: 1.296e-2 "
4,4.978301738601097,110.75732919715941,184.03653045949451,3.3299999999999996e-2,0.00019430547631426774,"cx4_3: 9.021e-3 "
