Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,5.114854408421635,62.24835477654428,109.72092329731625,3.279999999999994e-2,0.0005930633270520713,"cx0_14: 3.050e-2 , cx0_1: 2.045e-2 "
1,5.235715564131083,54.74018225064437,62.082833881280784,9.870000000000001e-2,0.0009381941437600371,"cx1_13: 4.530e-2 , cx1_2: 9.939e-3 , cx1_0: 2.045e-2 "
2,5.038464970922482,71.16405750637908,102.2917112181158,2.740000000000009e-2,0.0004909591859558588,"cx2_12: 4.867e-2 , cx2_3: 2.397e-2 , cx2_1: 9.939e-3 "
3,4.89458257149166,64.39271522963747,17.30401797153155,4.499999999999993e-2,0.000532882401817757,"cx3_11: 3.156e-2 , cx3_4: 1.862e-2 , cx3_2: 2.397e-2 "
4,5.021572491562073,67.95706271043109,60.13775901142817,4.259999999999997e-2,0.0007740063957093171,"cx4_10: 3.140e-2 , cx4_5: 3.050e-2 , cx4_3: 1.862e-2 "
5,5.073084379764396,20.509905640156482,38.08024304348676,4.64e-2,0.0029958886142868986,"cx5_9: 3.888e-2 , cx5_6: 4.976e-2 , cx5_4: 3.050e-2 "
6,4.92943474348876,53.658449426865246,57.06379523624885,2.8799999999999937e-2,0.00173914677228924,"cx6_8: 2.586e-2 , cx6_5: 4.976e-2 "
7,4.982609177098607,40.33458975560206,14.316082778424853,8.95999999999999e-2,0.0017529699691422262,"cx7_8: 2.577e-2 "
8,4.751548182077343,102.35737577304194,127.65549914640614,5.410000000000004e-2,0.0008834171497751533,"cx8_6: 2.586e-2 , cx8_9: 2.630e-2 , cx8_7: 2.577e-2 "
9,4.973444493201432,26.18686118801709,58.282554550672636,7.54999999999999e-2,0.001940413257332716,"cx9_5: 3.888e-2 , cx9_10: 5.160e-2 , cx9_8: 2.630e-2 "
10,4.944788041582263,52.48424444761652,72.97024950323734,4.180000000000006e-2,0.0018216458874567374,"cx10_4: 3.140e-2 , cx10_11: 2.889e-2 , cx10_9: 5.160e-2 "
11,4.997426335321022,57.915353030506864,49.506559436708045,1.734e-1,0.0005212551475514034,"cx11_3: 3.156e-2 , cx11_12: 3.158e-2 , cx11_10: 2.889e-2 "
12,4.763387309298537,60.67819476207673,46.78797426299048,1.0189999999999999e-1,0.0012592883007749498,"cx12_2: 4.867e-2 , cx12_13: 3.238e-2 , cx12_11: 3.158e-2 "
13,4.9742934154131,32.94365441946344,33.955259280921695,9.699999999999998e-2,0.0020711831403300743,"cx13_14: 2.992e-2 , cx13_1: 4.530e-2 , cx13_12: 3.238e-2 "
14,5.006794851063389,41.581381575506235,59.55063524383048,9.139999999999993e-2,0.000652658840166484,"cx14_0: 3.050e-2 , cx14_13: 2.992e-2 "
