Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,5.1148575816090425,68.53263879749913,86.58503914213806,2.5399999999999978e-2,0.0006225376219140007,"cx0_14: 2.569e-2 , cx0_1: 1.960e-2 "
1,5.2357119427430145,44.119029894542294,46.01552769689104,3.469999999999995e-2,0.0008773452009944241,"cx1_13: 4.230e-2 , cx1_2: 1.212e-2 , cx1_0: 1.960e-2 "
2,5.038466147568122,78.91477305882371,111.93325897159427,2.62e-2,0.0005653413303226036,"cx2_12: 4.496e-2 , cx2_3: 2.213e-2 , cx2_1: 1.212e-2 "
3,4.894581720735206,71.97695398232582,15.30521830739656,1.5579999999999994e-1,0.0004647317934124043,"cx3_11: 3.283e-2 , cx3_4: 1.683e-2 , cx3_2: 2.213e-2 "
4,5.02159267443897,74.05428242456667,82.25448297419365,5.390000000000006e-2,0.0007763822064525,"cx4_10: 4.075e-2 , cx4_5: 2.781e-2 , cx4_3: 1.683e-2 "
5,5.073085676361589,17.413742614005038,33.15522124348543,5.400000000000005e-2,0.0028004417605418334,"cx5_9: 3.618e-2 , cx5_6: 4.954e-2 , cx5_4: 2.781e-2 "
6,4.929431360551531,70.31022458956058,84.14494965241724,5.0000000000000044e-2,0.0008651985353846272,"cx6_8: 2.185e-2 , cx6_5: 4.954e-2 "
7,4.982615105551167,24.451851220083906,13.232606526775728,5.0999999999999934e-2,0.002374277811989129,"cx7_8: 3.111e-2 "
8,4.751545542041261,49.64943372398807,88.64754725071255,5.190000000000006e-2,0.0007187583797950449,"cx8_6: 2.185e-2 , cx8_9: 2.573e-2 , cx8_7: 3.111e-2 "
9,4.973448418077794,37.71257745328206,46.73719544623774,7.410000000000005e-2,0.0012925598549713702,"cx9_5: 3.618e-2 , cx9_10: 3.865e-2 , cx9_8: 2.573e-2 "
10,4.944785477021913,51.52157812587324,57.040246108919035,3.269999999999995e-2,0.002699676221067791,"cx10_4: 4.075e-2 , cx10_11: 2.284e-2 , cx10_9: 3.865e-2 "
11,4.997412278707724,64.90564269153852,93.62356057842054,1.6459999999999997e-1,0.0004451276553895926,"cx11_3: 3.283e-2 , cx11_12: 1.402e-2 , cx11_10: 2.284e-2 "
12,4.763385537031475,70.21738326495792,56.25521810234017,1.0250000000000004e-1,0.0007267389157765128,"cx12_2: 4.496e-2 , cx12_13: 2.280e-2 , cx12_11: 1.402e-2 "
13,4.974292972459613,32.345919844218486,31.87007795277007,1.0020000000000007e-1,0.0019310917954897726,"cx13_14: 3.375e-2 , cx13_1: 4.230e-2 , cx13_12: 2.280e-2 "
14,5.006782465173714,42.677770576097195,52.038659371737126,4.689999999999994e-2,0.000594164967054444,"cx14_0: 2.569e-2 , cx14_13: 3.375e-2 "
