Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Single-qubit U2 error,CNOT error
,4.822065325649979,107.46529434191875,59.73529074806064,2.839999999999998e-2,2.4587460547725344e-4,"cx0_1: 8.252e-3 "
1,4.759937361301161,116.78979091234285,113.03240962289897,1.5100000000000002e-2,2.021367777236865e-4,"cx1_3: 8.738e-3 , cx1_2: 8.127e-3 , cx1_0: 8.252e-3 "
2,4.907313210843614,99.59393193614655,148.8812917729036,1.2499999999999956e-2,2.47415246141989e-4,"cx2_1: 8.127e-3 "
3,4.878958639698685,84.56604796253602,142.65760192963305,1.639999999999997e-2,2.741185702294675e-4,"cx3_5: 9.399e-3 , cx3_1: 8.738e-3 "
4,4.870898829830951,118.31785517605203,30.763180673044985,2.0399999999999974e-2,2.490426715209561e-4,"cx4_5: 7.615e-3 "
5,4.963964398527175,101.45790548330437,152.22092192642594,1.3700000000000045e-2,2.891506190931551e-4,"cx5_6: 8.075e-3 , cx5_4: 7.615e-3 , cx5_3: 9.399e-3 "
6,5.176998989063424,89.35759197379555,181.40935737662056,1.1300000000000088e-2,2.830447393839267e-4,"cx6_5: 8.075e-3 "
