Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,5.114858472008599,66.21240439206466,105.25009130303411,3.610000000000002e-2,0.0006863113625790367,"cx0_14: 2.417e-2 , cx0_1: 2.102e-2 "
1,5.235716487064909,53.02010290810508,55.09866729678673,9.640000000000004e-2,0.0011301811908707516,"cx1_13: 4.959e-2 , cx1_2: 1.271e-2 , cx1_0: 2.102e-2 "
2,5.038466545519634,60.527730101474916,98.63659107531507,2.849999999999997e-2,0.000666394267026902,"cx2_12: 5.884e-2 , cx2_3: 2.164e-2 , cx2_1: 1.271e-2 "
3,4.894582904466369,79.70634483763074,17.649276213463374,4.160000000000008e-2,0.0004287655628723945,"cx3_11: 3.181e-2 , cx3_4: 2.109e-2 , cx3_2: 2.164e-2 "
4,5.021582422956632,59.358047249914804,64.540718771077,6.379999999999997e-2,0.000911359152606619,"cx4_10: 3.727e-2 , cx4_5: 2.940e-2 , cx4_3: 2.109e-2 "
5,5.073089674308485,18.967103039429603,29.30951734734945,5.249999999999999e-2,0.003300518619581694,"cx5_9: 4.176e-2 , cx5_6: 5.510e-2 , cx5_4: 2.940e-2 "
6,4.929436855641135,68.69988148976913,82.88716328798972,3.420000000000001e-2,0.0017953075644320056,"cx6_8: 2.465e-2 , cx6_5: 5.510e-2 "
7,4.982605988016491,25.423250031008386,11.366391847298996,4.249999999999998e-2,0.003609731237142259,"cx7_8: 2.449e-2 "
8,4.751541654062363,132.7275091281259,148.8680228508146,6.05e-2,0.000582364406714886,"cx8_6: 2.465e-2 , cx8_9: 2.307e-2 , cx8_7: 2.449e-2 "
9,4.97344870831856,47.362319895050746,61.4417791305021,1.0719999999999996e-1,0.0014280182769572701,"cx9_5: 4.176e-2 , cx9_10: 3.664e-2 , cx9_8: 2.307e-2 "
10,4.9447882103704695,48.367459954838544,53.02262992641488,3.0299999999999994e-2,0.003389988925270902,"cx10_4: 3.727e-2 , cx10_11: 2.356e-2 , cx10_9: 3.664e-2 "
11,4.9974302849321575,62.73341993234768,86.38518546483044,1.862999999999999e-1,0.000489688913742023,"cx11_3: 3.181e-2 , cx11_12: 1.917e-2 , cx11_10: 2.356e-2 "
12,4.763386750691044,83.41125268493364,50.001771236640046,1.1870000000000003e-1,0.001086918132737933,"cx12_2: 5.884e-2 , cx12_13: 2.680e-2 , cx12_11: 1.917e-2 "
13,4.974293623171228,23.219997740872934,26.064595725659633,9.460000000000002e-2,0.0023152568631253888,"cx13_14: 4.175e-2 , cx13_1: 4.959e-2 , cx13_12: 2.680e-2 "
14,5.006811862814101,44.22026795161741,55.081490334264366,5.6499999999999995e-2,0.0007281230161252098,"cx14_0: 2.417e-2 , cx14_13: 4.175e-2 "
