Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,66.76060822514127,60.370430175006156,5.286299461343657,1.4000000000000012e-2,8.761951854679413e-4,"cx0_1: 1.237e-2, cx0_2: 1.297e-2"
Q1,47.42848083646743,54.64997947295861,5.237857676663631,1.9000000000000017e-2,9.021832461521051e-4,"cx1_0: 1.237e-2, cx1_2: 1.354e-2"
Q2,51.74589917898567,68.81107019708423,5.030266319921581,1.200000000000001e-2,7.696976913343575e-4,"cx2_0: 1.297e-2, cx2_1: 1.354e-2, cx2_3: 1.182e-2, cx2_4: 1.192e-2"
Q3,53.27856371322651,28.491098760711168,5.296031357177338,1.4000000000000012e-2,8.779611914349457e-4,"cx3_2: 1.182e-2, cx3_4: 1.394e-2"
Q4,46.742931292054294,48.15599032393828,5.0847092693995535,2.3500000000000076e-2,1.138727032250742e-3,"cx4_2: 1.192e-2, cx4_3: 1.394e-2"
