Frequency (GHz),T1 (µs),T2 (µs),√x (sx) error,Single-qubit Pauli-X error,Readout assignment error
4.971846641274222,172.79855070137307,252.09617137285068,2.4276404434558666e-4,2.4276404434558666e-4,3.310000000000002e-2
