Qubit,Frequency (GHz),T1 (µs),T2 (µs),√x (sx) error,Single-qubit Pauli-X error,Readout assignment error,CNOT error
,4.968703139820733,108.03156343637788,76.40306529783732,1.689913845555382e-4,1.689913845555382e-4,3.320000000000001e-2,"cx0_1: 7.079e-3 "
1,4.770104489117614,103.75857384325694,107.9176426470448,2.953602748891439e-4,2.953602748891439e-4,4.720000000000002e-2,"cx1_2: 1.869e-2 , cx1_0: 7.079e-3 "
2,5.015160306973885,99.63666166459188,195.54791895930833,3.8875452996359194e-4,3.8875452996359194e-4,3.1500000000000083e-2,"cx2_3: 8.435e-3 , cx2_1: 1.869e-2 "
3,5.259261747391836,66.75153229133376,125.07191443731095,3.242049303425562e-4,3.242049303425562e-4,2.6000000000000023e-2,"cx3_4: 8.451e-3 , cx3_2: 8.435e-3 "
4,4.9976065099085565,77.0280171160675,158.71326186353417,3.096206831657729e-4,3.096206831657729e-4,2.2699999999999942e-2,"cx4_3: 8.451e-3 "
