Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,69.19371644434635,24.697112279410952,5.1001346947586095,2.8200000000000003e-2,5.5712965421654825e-3,
Q1,73.55310304706649,111.29742973120486,5.23851699930705,5.020000000000002e-2,1.2536210801100567e-2,"CX1_0: 3.956e-2, CX1_2: 4.976e-2"
Q2,30.533402675646148,60.05534793154962,5.032580246198396,5.130000000000001e-2,8.997797170735566e-3,"CX2_3: 4.903e-2"
Q3,69.92036802804753,70.55879912834357,4.896244020757379,4.600000000000004e-2,2.1806947788037823e-3,
Q4,43.43973171569828,19.782398920990165,5.030614910431356,5.489999999999995e-2,7.376281896360304e-3,"CX4_3: 7.169e-2, CX4_10: 9.615e-2"
Q5,26.308903855148582,56.183038346865594,5.067162037681161,7.739999999999991e-2,3.984528614764948e-3,"CX5_4: 9.194e-2, CX5_6: 7.984e-2, CX5_9: 5.737e-2"
Q6,59.65200095167752,76.2391280996622,4.92383561336862,4.420000000000002e-2,6.024783881232065e-3,"CX6_8: 6.765e-2"
Q7,46.93825794054032,63.61456428613296,4.974562444573091,2.2110000000000007e-1,3.7634551980616493e-3,"CX7_8: 3.111e-2"
Q8,58.320720552481376,102.67596879944495,4.739554234535932,2.729999999999999e-2,3.533224459250195e-3,
Q9,46.15179990949533,94.34936991456196,4.963377207836627,5.499999999999994e-2,5.117925445962346e-3,"CX9_8: 4.338e-2, CX9_10: 4.352e-2"
Q10,48.14949718631351,65.50627898338796,4.945059961474994,4.3200000000000016e-2,3.4268508238748385e-3,
Q11,63.26437248330539,95.0013767893392,5.005005516452119,5.010000000000003e-2,3.378197712581521e-3,"CX11_3: 3.100e-2, CX11_10: 3.574e-2, CX11_12: 4.879e-2"
Q12,92.39832684057075,150.42543004923527,4.76008077152875,3.720000000000001e-2,9.161398832256529e-3,"CX12_2: 7.689e-2"
Q13,13.816961243668484,18.490862812894786,4.968525442034553,1.181000000000001e-1,1.5178871357396373e-2,"CX13_1: 1.403e-1, CX13_12: 6.643e-2"
