Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,45.94195254631084,22.962654794032158,5.100116334082724,3.949999999999998e-2,5.858540238646737e-3,
Q1,48.68937357362047,86.87293719109333,5.238514331935092,8.390000000000009e-2,1.295527591683232e-2,"CX1_0: 5.382e-2, CX1_2: 8.652e-2"
Q2,65.30715982853384,102.48191635881278,5.032579151365549,6.440000000000001e-2,6.242508680866843e-3,"CX2_3: 5.176e-2"
Q3,66.45284552938472,62.83871604423669,4.89624711475887,4.0899999999999936e-2,3.249005378445413e-3,
Q4,48.14052024143427,17.263918805276695,5.030534016144781,6.390000000000007e-2,8.944564607324179e-3,"CX4_3: 7.524e-2, CX4_10: 9.855e-2"
Q5,25.87107333029526,49.75340005502609,5.067161266350845,5.469999999999997e-2,5.117804429455974e-3,"CX5_4: 1.127e-1, CX5_6: 6.292e-2, CX5_9: 7.640e-2"
Q6,60.087755529752506,65.34794146509584,4.923824637366408,3.2399999999999984e-2,2.5557008542790305e-3,"CX6_8: 5.307e-2"
Q7,35.21498310316298,55.64199866275939,4.974540572534574,9.37e-2,3.7175561731647155e-3,"CX7_8: 5.232e-2"
Q8,65.31486000050148,90.56243542815422,4.73955245263895,7.97e-2,5.73157422142756e-3,
Q9,45.38146912819086,69.84457920388003,4.96338004767004,8.840000000000003e-2,6.839669060887288e-3,"CX9_8: 7.927e-2, CX9_10: 4.773e-2"
Q10,48.518967911873474,49.710979471048375,4.945062518693187,8.009999999999995e-2,3.6728069429960986e-3,
Q11,49.16260973444186,93.90678984217807,5.005000346845246,5.3099999999999925e-2,4.0037951246666426e-3,"CX11_3: 3.785e-2, CX11_10: 4.291e-2, CX11_12: 4.238e-2"
Q12,54.344619604009104,97.3825021251209,4.759961436247918,5.6499999999999995e-2,8.975657261280467e-3,"CX12_2: 6.113e-2"
Q13,23.590439853201683,40.41576494613331,4.968531151578844,8.150000000000002e-2,1.4468070272320777e-2,"CX13_1: 1.308e-1, CX13_12: 7.179e-2"
