Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,77.2075232049901,28.9345363928587,5.100138005927219,3.600000000000003e-2,3.526177640431727e-3,
Q1,69.35613002904086,114.63018581440802,5.238530157756487,5.889999999999995e-2,1.2663542573010278e-2,"CX1_0: 4.027e-2, CX1_2: 3.838e-2"
Q2,44.510757567732895,74.38456038320834,5.032577731705908,4.6599999999999975e-2,1.1009268084069324e-2,"CX2_3: 4.553e-2"
Q3,72.7972885885646,62.17189784883246,4.896245862405806,5.5600000000000094e-2,2.4444544016881675e-3,
Q4,37.65660289258021,20.641262781546242,5.030690412570507,1.3070000000000004e-1,8.384980792099928e-3,"CX4_3: 5.422e-2, CX4_10: 7.092e-2"
Q5,24.11102533896859,55.33782001577023,5.067162095075258,7.57000000000001e-2,4.235931879737365e-3,"CX5_4: 1.046e-1, CX5_6: 6.942e-2, CX5_9: 7.323e-2"
Q6,54.571322760225435,78.50821085291943,4.923836654397453,6.530000000000002e-2,5.57972633466064e-3,"CX6_8: 6.637e-2"
Q7,46.745588750105355,79.61219533188716,4.974566485027209,1.5510000000000002e-1,2.6355371133540695e-3,"CX7_8: 3.156e-2"
Q8,65.8184855690298,78.6435184511037,4.739553611940096,3.489999999999993e-2,3.6286274997456847e-3,
Q9,48.081487715108125,68.82640583656577,4.96337968995234,4.13e-2,5.625664245397899e-3,"CX9_8: 6.452e-2, CX9_10: 5.110e-2"
Q10,48.397152068898656,59.93417082516614,4.945064519179646,6.740000000000002e-2,4.645474128951554e-3,
Q11,49.64682957475881,81.5574057459443,5.005006542448308,3.049999999999997e-2,4.2196624160664165e-3,"CX11_3: 3.230e-2, CX11_10: 3.782e-2, CX11_12: 3.899e-2"
Q12,82.38596083692326,146.0159032048759,4.7600841686753235,4.0200000000000014e-2,7.849923107233425e-3,"CX12_2: 9.119e-2"
Q13,15.390833574560938,22.70197068747754,4.968526805517589,1.1949999999999994e-1,1.4197789828283902e-2,"CX13_1: 1.296e-1, CX13_12: 6.249e-2"
