Qubit,T1 (µs),T2 (µs),Frecuency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,66.51500591525576,24.252478553205787,5.100121758913401,3.949999999999998e-2,1.3249870757518267e-2,
Q1,53.91689592441889,97.5534380595359,5.238522504325345,6.659999999999999e-2,1.974069692219671e-2,"CX1_0: 1.193e-1, CX1_2: 3.465e-2"
Q2,58.008860872871196,96.71466030137566,5.032578008904733,3.4499999999999975e-2,7.749467002845178e-3,"CX2_3: 4.382e-2"
Q3,71.57171923193559,53.76579785230079,4.8962313056058635,3.5800000000000054e-2,2.744798837294282e-3,
Q4,40.892101838994186,36.52364234788787,5.030621813212296,6.75e-2,6.162281236263278e-3,"CX4_3: 6.180e-2, CX4_10: 9.132e-2"
Q5,25.33235073202612,43.583943884997204,5.0671613905731,5.0999999999999934e-2,5.323836743644228e-3,"CX5_4: 8.838e-2, CX5_6: 5.855e-2, CX5_9: 1.244e-1"
Q6,50.188289654609655,64.74332448601248,4.923819086639666,3.990000000000005e-2,3.7269836289823832e-3,"CX6_8: 4.041e-2"
Q7,43.74198827443428,68.43250684124288,4.974543088460288,8.640000000000003e-2,3.118666088951616e-3,"CX7_8: 3.902e-2"
Q8,61.062843535263745,104.70897013085751,4.739568238378822,9.919999999999995e-2,5.544188867097621e-3,
Q9,45.22853206362498,73.34533326182941,4.9633791990058365,4.447e-1,8.386297346607341e-3,"CX9_8: 4.802e-2, CX9_10: 5.639e-2"
Q10,57.30047562146574,70.17767726538962,4.945060387804479,5.509999999999993e-2,3.5201481380139343e-3,
Q11,58.91925540656553,87.85788932616765,5.005000591231005,4.360000000000008e-2,4.482110886582902e-3,"CX11_3: 3.757e-2, CX11_10: 4.041e-2, CX11_12: 5.270e-2"
Q12,47.459794881644584,84.66719084058171,4.759964206938581,4.5399999999999996e-2,1.336843719260139e-2,"CX12_2: 6.811e-2"
Q13,22.075682813703246,42.51102351157662,4.96853738206086,5.3099999999999925e-2,1.5245678009602304e-2,"CX13_1: 1.013e-1, CX13_12: 5.259e-2"
