Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,65.2530390186009,26.796209846807535,5.100143441674936,3.489999999999993e-2,4.256141101887767e-3,
Q1,65.3262783352938,113.47352777788483,5.238523345865272,9.47e-2,1.0976700313329979e-2,"CX1_0: 3.635e-2, CX1_2: 3.140e-2"
Q2,71.4647818316971,107.86436934695051,5.032582362448477,7.120000000000004e-2,7.05804263728238e-3,"CX2_3: 3.659e-2"
Q3,83.98701988928379,73.05028394607746,4.8962445402880626,7.98000000000001e-2,1.810763952663219e-3,
Q4,45.825227117284285,21.019396393431496,5.030523785523373,5.6400000000000006e-2,7.991340356951149e-3,"CX4_3: 6.535e-2, CX4_10: 1.811e-1"
Q5,26.162321772480965,48.055146807055145,5.067157014241698,5.6499999999999995e-2,5.627335260129818e-3,"CX5_4: 1.081e-1, CX5_6: 6.177e-2, CX5_9: 8.417e-2"
Q6,65.15627242835784,82.27241684102383,4.9238297422367205,3.73e-2,3.6765208682316697e-3,"CX6_8: 3.581e-2"
Q7,44.089108086470574,72.3060724752697,4.974566703468291,1.2040000000000006e-1,3.4922618756957347e-3,"CX7_8: 3.096e-2"
Q8,66.18238149980264,92.5191110561093,4.739557634186546,1.0660000000000003e-1,2.5291133836233826e-3,
Q9,43.621530499736046,66.59404967286258,4.963376848936125,3.400000000000003e-2,6.331180786670831e-3,"CX9_8: 5.908e-2, CX9_10: 5.069e-2"
Q10,52.837315436083024,64.80509779432711,4.945064008645868,5.909999999999993e-2,3.549789068118092e-3,
Q11,56.4870341854762,97.57959328863036,5.004999185302962,3.920000000000001e-2,3.311167112963642e-3,"CX11_3: 2.851e-2, CX11_10: 5.765e-2, CX11_12: 3.802e-2"
Q12,54.23260548252886,87.81218955223619,4.759972626127363,5.669999999999997e-2,8.980182423746874e-3,"CX12_2: 7.120e-2"
Q13,23.243420161032347,41.965022845110965,4.968528491194219,5.6499999999999995e-2,1.1996803098297648e-2,"CX13_1: 1.368e-1, CX13_12: 4.960e-2"
