Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Single-qubit U2 error,CNOT error
,5.0004333654263355,72.6112997220609,85.87842030187628,6.719999999999993e-2,3.575805194778463e-4,"cx0_1: 1.843e-2 "
1,4.845261964336018,103.74658700759309,67.66273944130451,3.5700000000000065e-2,2.6649615888059305e-4,"cx1_2: 9.231e-3 , cx1_0: 1.843e-2 "
2,4.782925721457671,120.47864330610041,196.539648307063,8.230000000000004e-2,3.0435634500937956e-4,"cx2_3: 1.070e-2 , cx2_1: 9.231e-3 "
3,4.858107836914099,150.85362797182444,189.45671495365966,5.2000000000000046e-2,2.573636570758443e-4,"cx3_4: 6.976e-3 , cx3_2: 1.070e-2 "
4,4.978334313697389,130.56127443787972,156.560119945368,3.689999999999993e-2,1.8931646253648194e-4,"cx4_3: 6.976e-3 "
