Qubit,T1 (µs),T2 (µs),Frecuency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,48.67311239536176,64.843272547927,5.286305560786528,1.200000000000001e-2,1.1319272630556654e-3,"cx0_1: 1.182e-2, cx0_2: 1.626e-2"
Q1,47.13309515312736,50.194803132331785,5.237857799475046,9.500000000000064e-3,7.394453650759042e-4,"cx1_0: 1.182e-2, cx1_2: 1.441e-2"
Q2,53.92350602536123,65.42161661948593,5.030253100287966,1.200000000000001e-2,7.314104594268156e-4,"cx2_0: 1.626e-2, cx2_1: 1.441e-2, cx2_3: 1.192e-2, cx2_4: 1.154e-2"
Q3,41.891906720767004,28.978107470634686,5.296052925919708,1.2499999999999956e-2,7.824225139584959e-4,"cx3_2: 1.192e-2, cx3_4: 1.411e-2"
Q4,53.8009138498748,46.299156704265584,5.084676495849023,1.750000000000007e-2,1.01535128935727e-3,"cx4_2: 1.154e-2, cx4_3: 1.411e-2"
