Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Single-qubit U2 error,CNOT error
,4.96866246827133,21.853523013088303,41.1485604819728,2.6799999999999935e-2,2.274012308391735e-4,"cx0_1: 7.314e-3 "
1,4.770085769962759,126.35334748440145,72.5481689885035,3.299999999999992e-2,2.60146260546736e-4,"cx1_2: 1.822e-2 , cx1_0: 7.314e-3 "
2,5.015156537746658,71.21278502799305,93.65352740618506,2.400000000000002e-2,3.4100136850371155e-4,"cx2_3: 7.279e-3 , cx2_1: 1.822e-2 "
3,5.259260170797042,98.42513035400071,122.19876836432378,1.5800000000000036e-2,2.968090231725783e-4,"cx3_4: 5.608e-2 , cx3_2: 7.279e-3 "
4,4.997577284849736,60.83750273636507,125.90222024813026,5.119999999999991e-2,1.1016450608508958e-3,"cx4_3: 5.608e-2 "
