Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Single-qubit U2 error,CNOT error
,4.968660323570785,42.286473712075605,67.14235431014525,2.8200000000000003e-2,2.2919016111593233e-4,"cx0_1: 6.075e-3 "
1,4.770084043708866,120.13314189546769,91.8131013801353,2.2599999999999953e-2,2.2480803421232406e-4,"cx1_2: 1.693e-2 , cx1_0: 6.075e-3 "
2,5.0151687815381925,64.20773253103292,94.1426436610365,2.949999999999997e-2,3.544853490742836e-4,"cx2_3: 9.530e-3 , cx2_1: 1.693e-2 "
3,5.259248250255148,75.57261004584939,90.72662985411715,1.7400000000000082e-2,3.4999261683074656e-4,"cx3_4: 4.855e-2 , cx3_2: 9.530e-3 "
4,4.997584592233503,60.83750273636507,125.90222024813026,4.679999999999995e-2,1.0255211862760637e-3,"cx4_3: 4.855e-2 "
