Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Single-qubit U2 error,CNOT error
,4.82206249516421,110.81984647076729,61.15877474402851,2.8299999999999992e-2,2.6141693502620294e-4,"cx0_1: 7.454e-3 "
1,4.759942441580914,85.33427805787397,111.3407520683819,1.2899999999999912e-2,2.2852495729702718e-4,"cx1_3: 7.663e-3 , cx1_2: 9.144e-3 , cx1_0: 7.454e-3 "
2,4.907313505999327,75.04583234508796,108.92812604757741,1.3800000000000034e-2,3.0660601124733944e-4,"cx2_1: 9.144e-3 "
3,4.878970126432268,94.41798750132818,137.7415705084478,6.120000000000003e-2,3.3558098904177685e-4,"cx3_5: 1.030e-2 , cx3_1: 7.663e-3 "
4,4.870902387054891,87.614008525845,30.763180673044985,1.639999999999997e-2,2.9197462921584655e-4,"cx4_5: 1.143e-2 "
5,4.963976300200512,63.411766184733395,89.3684691775511,2.9400000000000093e-2,5.632281353769657e-4,"cx5_6: 1.158e-2 , cx5_4: 1.143e-2 , cx5_3: 1.030e-2 "
6,5.17700387022528,86.72791755018355,118.36597661111583,1.3299999999999979e-2,2.2113845592576693e-4,"cx6_5: 1.158e-2 "
