Qubit,T1 (µs),T2 (µs),Frecuency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,91.04744347961395,64.27587845391845,4.819472429853871,9.000000000000008e-3,7.383550554970888e-4,"cx0_1: 5.941e-3"
Q1,102.25175705542976,42.19993421410894,4.891101659717653,1.9000000000000017e-2,6.613674110280029e-4,"cx1_0: 5.941e-3, cx1_2: 2.316e-2, cx1_3: 1.838e-2"
Q2,113.80853253903068,135.10941559598223,4.71684212616829,1.3000000000000012e-2,5.61719689079203e-3,"cx2_1: 2.316e-2"
Q3,100.74914639615737,91.4946823949895,4.789044953030292,2.5000000000000022e-2,1.0234973850302626e-3,"cx3_1: 1.838e-2, cx3_4: 7.125e-3"
Q4,76.12863245613741,36.832137224061526,5.023690561200616,3.1000000000000028e-2,7.575829216809227e-4,"cx4_3: 7.125e-3"
