Qubit,Frequency (GHz),T1 (µs),T2 (µs),√x (sx) error,Single-qubit Pauli-X error,Readout assignment error,CNOT error
,4.968708699347552,103.75257008269939,75.98732520185274,2.523653522938987e-4,2.523653522938987e-4,4.079999999999995e-2,"cx0_1: 6.957e-3 "
1,4.770103803955123,96.23576659020652,76.27872361144777,2.7001921936511915e-4,2.7001921936511915e-4,2.8200000000000003e-2,"cx1_2: 1.567e-2 , cx1_0: 6.957e-3 "
2,5.015167266278819,77.79580398456471,131.1257789642983,3.2845389876886e-4,3.2845389876886e-4,2.289999999999992e-2,"cx2_3: 1.158e-2 , cx2_1: 1.567e-2 "
3,5.259253012955818,40.312848515817244,95.08984151634789,3.872894331134106e-4,3.872894331134106e-4,2.1199999999999997e-2,"cx3_4: 9.938e-3 , cx3_2: 1.158e-2 "
4,4.997528710748052,53.631657102517494,100.13154599935774,3.3391710589925403e-4,3.3391710589925403e-4,2.2299999999999986e-2,"cx4_3: 9.938e-3 "
