Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout assignment error,√x (sx) error,CNOT error
,5.199092522241954,130.86538405394288,126.05612847930114,1.5600000000000058e-2,0.00017965935911476793,"cx0_1: 4.763e-3 "
1,4.9796032012561895,90.85064246098655,124.92825942597639,1.6000000000000014e-2,0.0002403651860939715,"cx1_4: 4.608e-3 , cx1_2: 8.079e-3 , cx1_0: 4.763e-3 "
2,5.1057119499156665,111.47262537091747,158.3086158155814,2.0100000000000007e-2,0.00020666153182031594,"cx2_3: 5.389e-3 , cx2_1: 8.079e-3 "
3,4.874377889278121,129.8525872972529,192.65058314220204,1.4000000000000012e-2,0.00019110762662265395,"cx3_5: 4.752e-3 , cx3_2: 5.389e-3 "
4,5.212600281532132,121.88307385010535,34.79999265611446,1.0000000000000009e-2,0.0001896765558712244,"cx4_7: 7.972e-3 , cx4_1: 4.608e-3 "
5,5.10928460200732,147.1788426585689,45.94769043243754,1.2499999999999956e-2,0.00016963177793934917,"cx5_8: 7.875e-3 , cx5_3: 4.752e-3 "
6,5.195514622553905,88.2148066764997,97.1686156055662,5.700000000000038e-3,0.0006852567796161079,"cx6_7: 7.996e-3 "
7,5.027028786463407,110.52127554425202,16.087659648965897,7.500000000000062e-3,0.0004362528870227273,"cx7_10: 9.087e-3 , cx7_6: 7.996e-3 , cx7_4: 7.972e-3 "
8,4.946233726142343,65.14944942077133,92.50479528667523,2.4599999999999955e-2,0.0001781270749415172,"cx8_5: 7.875e-3 , cx8_11: 6.157e-3 , cx8_9: 4.311e-3 "
9,5.052014703775986,107.56153306903008,170.71592428679088,1.3399999999999967e-2,0.00015077679814208883,"cx9_8: 4.311e-3 "
10,5.157858493317997,122.91292193543168,131.9163884612798,8.199999999999985e-3,0.0001782362056890281,"cx10_7: 9.087e-3 , cx10_12: 1.034e-2 "
11,4.868488722873339,184.19732790921816,159.95170547506316,1.629999999999998e-2,0.00018438635339120818,"cx11_14: 1.159e-2 , cx11_8: 6.157e-3 "
12,4.948186528346025,134.34846590496466,20.43960584081373,1.2900000000000023e-2,0.00020553661512372326,"cx12_15: 5.222e-3 , cx12_10: 1.034e-2 , cx12_13: 5.367e-3 "
13,5.01869845609957,156.82709274544695,185.47064958941638,1.3499999999999956e-2,0.00025328617838073035,"cx13_12: 5.367e-3 , cx13_14: 5.307e-3 "
14,5.124137163930139,98.25744384144501,141.4565236019795,1.0199999999999987e-2,0.00021941090159137002,"cx14_11: 1.159e-2 , cx14_16: 5.469e-3 , cx14_13: 5.307e-3 "
15,5.042820444016913,189.30658419741712,80.3902870550122,1.9499999999999962e-2,0.00021318029028156792,"cx15_12: 5.222e-3 , cx15_18: 6.592e-3 "
16,5.209180435606364,108.45729987958782,127.1019463388768,5.720000000000003e-2,0.00023478794425859495,"cx16_14: 5.469e-3 , cx16_19: 1.029e-2 "
17,5.242721726451341,148.90460163985628,175.563057828522,4.3999999999999595e-3,0.00024576551869654877,"cx17_18: 1.435e-2 "
18,5.0923966181594755,152.29393041521908,156.83570631744945,6.49999999999995e-3,0.00020376500392966414,"cx18_21: 8.248e-3 , cx18_17: 1.435e-2 , cx18_15: 6.592e-3 "
19,5.007846338804526,83.22792157981229,182.0854176617453,1.1099999999999999e-2,0.00028529686850544306,"cx19_16: 1.029e-2 , cx19_20: 8.260e-3 , cx19_22: 6.503e-3 "
20,5.186515558309218,117.06901319184952,234.49040688536323,9.300000000000086e-3,0.0001303613687959277,"cx20_19: 8.260e-3 "
21,5.263906165358674,84.71895081210536,35.769364892350666,5.24e-2,0.00023103144143409398,"cx21_18: 8.248e-3 , cx21_23: 4.701e-3 "
22,5.113734358163901,99.04652675000969,30.94563758810288,9.200000000000097e-3,0.00021947711570189952,"cx22_25: 4.783e-3 , cx22_19: 6.503e-3 "
23,5.130672340454886,101.8949059998385,50.08920803648295,7.800000000000029e-3,0.00019129624611709215,"cx23_24: 5.813e-3 , cx23_21: 4.701e-3 "
24,4.997840150173535,141.70358036758824,31.201211923127207,7.000000000000006e-3,0.00026243144274258135,"cx24_23: 5.813e-3 , cx24_25: 7.812e-3 "
25,4.909946726697693,158.18050289942138,189.63229288171416,7.600000000000051e-3,0.00018207201873008457,"cx25_26: 6.394e-3 , cx25_22: 4.783e-3 , cx25_24: 7.812e-3 "
26,5.11998458425251,90.94775916622643,145.69674452675332,1.6000000000000014e-2,0.0004785613402096475,"cx26_25: 6.394e-3 "
