Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,77.4278114902841,27.167776447377385,5.100137104211891,6.590000000000007e-2,3.995651197962746e-3,
Q1,62.24068712353452,137.64365156364198,5.23851423825441,6.220000000000003e-2,1.3486512828714048e-2,"CX1_0: 3.955e-2, CX1_2: 4.084e-2"
Q2,62.32827255907703,122.53952187376487,5.032580129301739,4.190000000000005e-2,8.409362774800089e-3,"CX2_3: 4.439e-2"
Q3,66.53453101417067,65.86669324036372,4.896244357393276,3.649999999999998e-2,2.5627881999664703e-3,
Q4,42.72823166332351,20.223514221139627,5.03064438287471,6.96e-2,6.444387035204557e-3,"CX4_3: 6.659e-2, CX4_10: 1.487e-1"
Q5,25.995207674847908,45.776205466628795,5.067164871406136,6.120000000000003e-2,7.0407890660449945e-3,"CX5_4: 1.119e-1, CX5_6: 6.221e-2, CX5_9: 7.457e-2"
Q6,61.35337492209334,86.24939121680576,4.923827961313752,5.729999999999991e-2,2.2991085934871425e-3,"CX6_8: 3.683e-2"
Q7,40.84501205593334,73.75492233872839,4.974535606460843,1.2880000000000003e-1,5.75100084155622e-3,"CX7_8: 4.901e-2"
Q8,57.845199977448246,86.31223217559783,4.73955704830015,3.820000000000001e-2,4.736193695068613e-3,
Q9,48.00846600312005,82.69869552343768,4.963379238412573,3.0200000000000005e-2,5.596275622241964e-3,"CX9_8: 5.494e-2, CX9_10: 5.099e-2"
Q10,45.04980408596503,42.21000507642811,4.945063581798857,5.149999999999999e-2,4.010182079356217e-3,
Q11,66.67817804813983,119.6130849133361,5.005003152964143,9.610000000000007e-2,3.6290179137861145e-3,"CX11_3: 4.316e-2, CX11_10: 4.198e-2, CX11_12: 4.184e-2"
Q12,50.13499020631606,90.73414996096874,4.7599618493785,5.620000000000003e-2,8.608474019043078e-3,"CX12_2: 1.287e-1"
Q13,24.274165897916387,42.447985101101395,4.968529960859147,5.149999999999999e-2,1.1082272622312428e-2,"CX13_1: 1.396e-1, CX13_12: 6.072e-2"
