Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,70.6508229136761,24.173742249776836,5.100151967640752,2.5499999999999967e-2,4.112333315725358e-3,
Q1,62.24068712353452,159.29413653087911,5.238513290572787,5.24e-2,1.3082030764650643e-2,"CX1_0: 3.074e-2, CX1_2: 3.567e-2"
Q2,59.935799919478214,124.17801029178254,5.0325803595137995,9.630000000000005e-2,5.39774395601067e-3,"CX2_3: 4.000e-2"
Q3,66.68554915946726,64.50152895963214,4.896246351979759,3.479999999999994e-2,2.4885064885421526e-3,
Q4,39.276191235923186,16.30956753640313,5.029924482102323,7.040000000000002e-2,2.4698398940557476e-2,"CX4_3: 6.355e-2, CX4_10: 2.325e-1"
Q5,26.554947999491368,49.36296474306076,5.067159280253403,5.679999999999996e-2,4.6080902332796825e-3,"CX5_4: 1.303e-1, CX5_6: 6.254e-2, CX5_9: 6.966e-2"
Q6,61.29529628209645,79.43382349485498,4.923826442878507,3.190000000000004e-2,3.6100267725441837e-3,"CX6_8: 3.577e-2"
Q7,43.161605565390126,81.17301227991376,4.974538143962926,1.0070000000000001e-1,3.15749619924921e-3,"CX7_8: 4.063e-2"
Q8,62.33674734800779,92.95022378995293,4.7395511857425365,4.749999999999999e-2,3.3312222702061023e-3,
Q9,44.56566499305062,67.392658231008,4.963383301720045,3.770000000000007e-2,5.513018066531594e-3,"CX9_8: 4.989e-2, CX9_10: 4.808e-2"
Q10,52.042595747367784,62.707759052385796,4.945061708718018,6.000000000000005e-2,3.569503284974185e-3,
Q11,64.2324576318852,103.39042306230102,5.0049950710475954,4.84e-2,8.96272312086932e-3,"CX11_3: 3.063e-2, CX11_10: 3.598e-2, CX11_12: 5.220e-2"
Q12,54.91276097761327,112.97677386448468,4.75995578761202,5.4400000000000004e-2,8.1778740109415e-3,"CX12_2: 7.997e-2"
Q13,22.820082506665635,39.52360929758301,4.968530277557046,4.590000000000005e-2,1.2723645553663454e-2,"CX13_1: 1.765e-1, CX13_12: 5.760e-2"
