Qubit,T1 (µs),T2 (µs),Frecuency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,61.34136124222879,27.710090899561283,5.100145605451829,2.739999999999998e-2,4.872013821255572e-3,
Q1,59.23867932583422,97.21308284751515,5.238510982941786,7.679999999999998e-2,1.4207029058910026e-2,"CX1_0: 4.324e-2, CX1_2: 6.720e-2"
Q2,55.44552490369068,46.83795508187506,5.032575321539231,3.1200000000000006e-2,6.890420990760204e-3,"CX2_3: 3.787e-2"
Q3,75.04380613358599,73.63125091183927,4.896228305844469,4.190000000000005e-2,3.450835563107102e-3,
Q4,35.39312133702547,25.155075143113336,5.030628111710536,1.1870000000000003e-1,1.1992726366354178e-2,"CX4_3: 7.862e-2, CX4_10: 7.639e-2"
Q5,26.36921909142925,44.97959064333078,5.067165276808644,5.889999999999995e-2,6.1946753810790955e-3,"CX5_4: 8.174e-2, CX5_6: 1.096e-1, CX5_9: 6.514e-2"
Q6,53.6747867256505,79.48283925397635,4.92381906464635,3.43e-2,2.5791493227191875e-3,"CX6_8: 3.232e-2"
Q7,46.230370912449885,82.1481692270732,4.974542972028372,2.3639999999999994e-1,3.0047411107679833e-3,"CX7_8: 3.209e-2"
Q8,56.39967524769025,82.77435061941358,4.739560466245315,3.149999999999997e-2,3.308681648609757e-3,
Q9,48.088266335843365,72.22175705553687,4.963381983542102,3.620000000000001e-2,5.626952813953201e-3,"CX9_8: 4.982e-2, CX9_10: 4.680e-2"
Q10,58.73075964462149,69.37800756765692,4.945064512962573,5.289999999999995e-2,3.4225186103487015e-3,
Q11,67.02830564689744,112.23272922425105,5.005003456724347,3.689999999999993e-2,2.924367303573927e-3,"CX11_3: 2.705e-2, CX11_10: 3.602e-2, CX11_12: 3.861e-2"
Q12,53.03939566754035,77.37236858585422,4.759973374862231,1.6149999999999998e-1,7.723316833659344e-3,"CX12_2: 8.609e-2"
Q13,23.82623416816841,40.39097261840155,4.968533482398949,4.919999999999991e-2,1.0907927413060348e-2,"CX13_1: 2.021e-1, CX13_12: 6.945e-2"
