Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,71.67485798216063,25.68828725089508,5.10011865181607,3.4499999999999975e-2,5.1090242562038535e-3,
Q1,61.66727777540252,94.97166635634237,5.238527886677636,1.0729999999999995e-1,1.322050651357709e-2,"CX1_0: 4.794e-2, CX1_2: 4.133e-2"
Q2,43.528534767620464,83.12596144235802,5.0325797419438985,4.0999999999999925e-2,7.7902977079998825e-3,"CX2_3: 5.987e-2"
Q3,39.85541239757691,22.499395315640513,4.896243389736266,6.769999999999998e-2,8.806505083254645e-3,
Q4,46.892504025778436,20.411432742739827,5.02985267667425,5.3199999999999914e-2,1.6519389801092244e-2,"CX4_3: 5.490e-2, CX4_10: 7.092e-2"
Q5,26.933943505974735,51.80287861812613,5.067160684080745,5.9900000000000064e-2,4.314268461950821e-3,"CX5_4: 8.850e-2, CX5_6: 8.325e-2, CX5_9: 5.745e-2"
Q6,64.67795355531915,62.0286432574392,4.923832029552365,4.499999999999993e-2,3.99144465736001e-3,"CX6_8: 4.605e-2"
Q7,46.523443178295594,96.3156178131455,4.974568744570277,2.836000000000001e-1,2.8493604208911227e-3,"CX7_8: 3.305e-2"
Q8,61.35775042550224,93.42904867011416,4.739548127466014,7.86e-2,5.076222861541968e-3,
Q9,50.05896027610517,86.69219696489101,4.963382741480298,5.1899999999999946e-2,5.976471947488404e-3,"CX9_8: 4.930e-2, CX9_10: 9.499e-2"
Q10,47.045982671386255,44.27929484416173,4.945046747810686,3.969999999999996e-2,9.435074662378917e-3,
Q11,60.848600415360536,109.7083060875326,5.005005206630658,2.52e-2,3.7794356035216747e-3,"CX11_3: 5.530e-2, CX11_10: 7.663e-2, CX11_12: 5.367e-2"
Q12,84.77475100531029,186.3638243812575,4.760081432201858,2.4799999999999933e-2,4.933160948668469e-3,"CX12_2: 9.511e-2"
Q13,18.298536312198806,28.840650551573127,4.968518193059793,7.079999999999997e-2,1.5042848609672088e-2,"CX13_1: 1.826e-1, CX13_12: 7.784e-2"
