Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,84.93451397721813,24.815631683108986,5.100141713845672,3.0999999999999917e-2,5.181522929193272e-3,
Q1,64.21921798760425,105.77870185428617,5.238521757760512,5.5199999999999916e-2,1.6697106292184682e-2,"CX1_0: 3.576e-2, CX1_2: 3.964e-2"
Q2,63.56862323953886,110.4762473913127,5.0325821781688544,2.7800000000000047e-2,7.778047627473139e-3,"CX2_3: 4.727e-2"
Q3,77.63111921198818,77.96810069587936,4.89624667545222,9.260000000000002e-2,3.089258555905916e-3,
Q4,44.59597272656022,20.118510585314088,5.029953425054642,6.159999999999999e-2,1.5982931935823452e-2,"CX4_3: 1.562e-1, CX4_10: 9.487e-2"
Q5,24.70942309950205,48.065799960573926,5.067161240724871,5.920000000000003e-2,5.195281759268422e-3,"CX5_4: 9.131e-2, CX5_6: 5.405e-2, CX5_9: 1.675e-1"
Q6,57.71100863731418,76.93213700091204,4.923828462823421,5.059999999999998e-2,5.017233465780535e-3,"CX6_8: 5.843e-2"
Q7,47.60252898560519,50.31281101920531,4.974565460449096,1.7870000000000008e-1,3.75405757002778e-3,"CX7_8: 2.963e-2"
Q8,58.02330007986019,89.17514661367531,4.739551543600629,4.039999999999999e-2,3.3786110765522404e-3,
Q9,46.075851171411024,55.271734397033086,4.963363902893494,4.6499999999999986e-2,1.0644864603867044e-2,"CX9_8: 6.143e-2, CX9_10: 7.358e-2"
Q10,48.7612966257274,61.8710981901461,4.945065028118655,6.1899999999999955e-2,4.190403473956605e-3,
Q11,55.64312946313529,112.33626539681688,5.005004202693881,2.429999999999999e-2,2.4914413728650553e-3,"CX11_3: 4.846e-2, CX11_10: 4.291e-2, CX11_12: 6.272e-2"
Q12,69.87783241622397,123.4178420386567,4.76007833194744,3.760000000000008e-2,9.515471563633748e-3,"CX12_2: 8.174e-2"
Q13,13.266441637529104,23.30568169190988,4.968520983501252,1.2490000000000001e-1,1.4382829277642228e-2,"CX13_1: 1.377e-1, CX13_12: 5.409e-2"
