Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,65.41631711676936,25.69887268253953,5.100145430794189,5.95e-2,4.753868046641685e-3,
Q1,53.264772341137345,32.480839913821846,5.2385403943592355,4.259999999999997e-2,1.778266912548354e-2,"CX1_0: 3.768e-2, CX1_2: 4.512e-2"
Q2,53.17258287549942,105.52716161986868,5.032582710430908,3.869999999999996e-2,5.36783593960799e-3,"CX2_3: 3.905e-2"
Q3,75.16428922638343,23.11527830451841,4.896238738694127,1.059e-1,1.6981874595823232e-2,
Q4,51.65079107562008,21.212495079244707,5.029810058948646,4.390000000000005e-2,1.727640519022955e-2,"CX4_3: 5.490e-2, CX4_10: 4.964e-2"
Q5,25.24681373881859,49.53617752486849,5.067161305860779,5.940000000000001e-2,4.990269120926705e-3,"CX5_4: 7.889e-2, CX5_6: 5.632e-2, CX5_9: 5.562e-2"
Q6,64.98100622410455,75.13600800946152,4.92382763612008,3.170000000000006e-2,2.6838208406200215e-3,"CX6_8: 5.459e-2"
Q7,38.902980991783686,63.59146589889402,4.974567734442508,1.269e-1,3.533780370798212e-3,"CX7_8: 3.792e-2"
Q8,66.71657844204144,93.02584790839168,4.739551126481466,6.380000000000008e-2,4.4823991389654205e-3,
Q9,41.99579260119147,64.59374390693803,4.963377849493059,5.7499999999999996e-2,5.114246163191227e-3,"CX9_8: 4.980e-2, CX9_10: 5.457e-2"
Q10,44.71855198413569,43.23402104844258,4.945053312093646,3.859999999999997e-2,4.444280652180832e-3,
Q11,63.197828222978536,76.573673215191,5.005007334591455,5.030000000000001e-2,4.173363413086606e-3,"CX11_3: 5.862e-2, CX11_10: 4.481e-2, CX11_12: 7.663e-2"
Q12,83.7127945681851,104.72653136231845,4.76008038429873,3.269999999999995e-2,9.386561524628356e-3,"CX12_2: 6.948e-2"
Q13,13.066778989846734,20.027157236934674,4.96851221201062,1.1529999999999996e-1,1.605268861494691e-2,"CX13_1: 1.279e-1, CX13_12: 8.079e-2"
