Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,4.910712156554736,78.01263025867176,77.8317485456381,1.1099999999999999e-2,0.00036579077128973684,"cx0_1: 7.131e-3 "
1,4.83468585659631,79.7500289184937,15.534055881783392,4.5299999999999896e-2,0.00020703403043812003,"cx1_4: 8.323e-3 , cx1_2: 9.226e-3 , cx1_0: 7.131e-3 "
2,4.98235300597124,104.94165405577247,88.84954394352533,1.4899999999999913e-2,0.00024979405203269213,"cx2_3: 6.115e-3 , cx2_1: 9.226e-3 "
3,5.104895054434323,107.62849633022972,63.889598158078634,1.0199999999999987e-2,0.00024340271882616343,"cx3_5: 7.486e-3 , cx3_2: 6.115e-3 "
4,5.003741048498733,80.35099119165886,121.42110568414722,7.600000000000051e-3,0.00020311804363148554,"cx4_7: 6.649e-3 , cx4_1: 8.323e-3 "
5,5.0330873708084285,77.46889314293806,81.13937122306295,1.1500000000000066e-2,0.0002764960000431429,"cx5_8: 7.608e-3 , cx5_3: 7.486e-3 "
6,4.951357618368779,160.4036067657417,25.77403931056769,3.990000000000005e-2,0.00046273787431964605,"cx6_7: 2.126e-2 "
7,4.905774638399214,92.28859726963587,82.04387682433226,4.849999999999999e-2,0.0003196937568717833,"cx7_10: 1.209e-2 , cx7_6: 2.126e-2 , cx7_4: 6.649e-3 "
8,4.908184338861874,78.42961695645917,117.35721826697647,1.0399999999999965e-2,0.0002253274604925456,"cx8_5: 7.608e-3 , cx8_11: 8.568e-3 , cx8_9: 7.329e-3 "
9,5.044621873425723,62.31001219475756,74.8620183388832,2.8799999999999937e-2,0.00034612641326493403,"cx9_8: 7.329e-3 "
10,5.081931117346911,91.4386789134049,74.12323870167565,6.900000000000017e-3,0.0003290371567907717,"cx10_7: 1.209e-2 , cx10_12: 7.933e-3 "
11,5.034141679708796,77.93353077450504,41.84384447518091,8.499999999999952e-3,0.0002616752031237433,"cx11_14: 7.808e-3 , cx11_8: 8.568e-3 "
12,4.972284884852519,95.76500013098386,56.522972259816406,3.820000000000001e-2,0.00030580186986425254,"cx12_13: 7.314e-3 , cx12_10: 7.933e-3 , cx12_15: 1.152e-2 "
13,4.868250657172217,150.38244912646445,79.02704193887429,1.0000000000000009e-2,0.00023561559466858504,"cx13_12: 7.314e-3 , cx13_14: 9.471e-3 "
14,4.96104032530665,93.90483059024244,102.51908165921672,1.2599999999999945e-2,0.0002640996237946046,"cx14_16: 9.512e-3 , cx14_11: 7.808e-3 , cx14_13: 9.471e-3 "
15,5.033894960745098,90.91930891770782,119.28205753012048,2.0499999999999963e-2,0.00036593571126438274,"cx15_18: 1.219e-2 , cx15_12: 1.152e-2 "
16,5.085535719746063,82.20215121578225,41.842924306756615,1.1099999999999999e-2,0.0006728929107559508,"cx16_19: 1.717e-2 , cx16_14: 9.512e-3 "
17,5.07222955196481,107.6036393238287,107.05788512785293,1.1099999999999999e-2,0.0004131037312694021,"cx17_18: 7.067e-3 "
18,4.980793695199088,87.43040530703108,30.54989601823569,3.490000000000004e-2,0.0003802522471352741,"cx18_21: 1.109e-2 , cx18_15: 1.219e-2 , cx18_17: 7.067e-3 "
19,4.983160645982684,91.82863190014018,109.48422241086548,1.4499999999999957e-2,0.000618901173830851,"cx19_22: 1.091e-2 , cx19_16: 1.717e-2 , cx19_20: 9.961e-3 "
20,5.082200244555847,97.9305137139531,113.92129639121833,1.639999999999997e-2,0.00029130673941821613,"cx20_19: 9.961e-3 "
21,5.072711305397812,123.88984748071543,50.8296500791724,2.42e-2,0.0004321259969589465,"cx21_18: 1.109e-2 , cx21_23: 1.069e-2 "
22,5.0569760867086515,87.27801540759788,155.686134920312,3.9000000000000035e-2,0.0002649707247500974,"cx22_19: 1.091e-2 , cx22_25: 2.621e-2 "
23,4.972845880437316,132.52317149436044,34.289553484501276,2.6599999999999957e-2,0.00021482084688114608,"cx23_21: 1.069e-2 , cx23_24: 6.146e-3 "
24,5.051529963443948,119.0098674334396,74.14985059492707,2.9099999999999904e-2,0.0002497871276701558,"cx24_23: 6.146e-3 , cx24_25: 8.507e-3 "
25,4.934193421661144,130.91830102529008,85.42441354714472,1.6100000000000003e-2,0.00032346587924373456,"cx25_26: 7.457e-3 , cx25_22: 2.621e-2 , cx25_24: 8.507e-3 "
26,4.999946979405622,84.58654216326359,150.51144316095693,1.0099999999999998e-2,0.0002535242934221701,"cx26_25: 7.457e-3 "
