Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,40.05880368807251,19.395282916787167,5.100116415624229,2.7100000000000013e-2,7.716076210075418e-3,
Q1,62.24068712353452,111.02957267475841,5.23852313705987,4.970000000000008e-2,1.4872370050793782e-2,"CX1_0: 4.638e-2, CX1_2: 3.930e-2"
Q2,59.935799919478214,112.31908344019514,5.032578333785789,4.0000000000000036e-2,7.259029091590263e-3,"CX2_3: 3.501e-2"
Q3,72.57066685637547,59.32847570085445,4.896246897872871,4.6499999999999986e-2,2.7712076188413093e-3,
Q4,41.92316519361098,17.019804012146178,5.030563058116343,5.800000000000005e-2,1.0697104479079012e-2,"CX4_3: 6.355e-2, CX4_10: 2.325e-1"
Q5,26.203944412466925,45.28455000033685,5.067162836936765,5.7599999999999985e-2,5.223709778292451e-3,"CX5_4: 1.303e-1, CX5_6: 6.222e-2, CX5_9: 6.065e-2"
Q6,60.735529179519325,84.83239670382441,4.923821407742446,3.3399999999999985e-2,2.6688811801394152e-3,"CX6_8: 5.885e-2"
Q7,37.28975307299964,72.2068878063149,4.9745413503251585,9.099999999999997e-2,3.3347879677914083e-3,"CX7_8: 6.229e-2"
Q8,58.52476138013349,74.60625143052586,4.739557038483492,4.3199999999999905e-2,3.810952608045981e-3,
Q9,45.926801875918635,74.10472321580716,4.963380085933133,3.939999999999999e-2,5.279578037914234e-3,"CX9_8: 4.989e-2, CX9_10: 1.633e-1"
Q10,51.42227237857242,47.254597261462756,4.945079518261171,7.220000000000004e-2,8.570834713579556e-3,
Q11,64.2324576318852,104.2308400041279,5.004996546920866,3.699999999999992e-2,3.6613236866709364e-3,"CX11_3: 3.294e-2, CX11_10: 1.258e-1, CX11_12: 3.672e-2"
Q12,53.92223890766062,100.86667101099003,4.7599623682313075,4.679999999999995e-2,9.098368096161158e-3,"CX12_2: 8.597e-2"
Q13,22.912251183178086,39.962847101178035,4.968534222414676,5.489999999999995e-2,1.4140795007512086e-2,"CX13_1: 1.765e-1, CX13_12: 6.209e-2"
