Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout assignment error,√x (sx) error,CNOT error
,5.2822771251778695,25.810223331221678,20.83147371295659,4.079999999999995e-2,0.001535734750117655,"cx0_2: 1.941e-2 , cx0_1: 2.567e-2 "
1,5.247826618512885,51.16178704707419,24.87834224738367,2.1989999999999998e-1,0.001777002424454738,"cx1_2: 1.971e-2 , cx1_0: 2.567e-2 "
2,5.033526551407088,77.57964633037366,82.02220158124788,7.309999999999994e-2,0.000419743088851726,"cx2_4: 1.553e-2 , cx2_3: 1.598e-2 , cx2_1: 1.971e-2 , cx2_0: 1.941e-2 "
3,5.2920184914693555,53.793253399131075,30.32598793919267,6.170000000000009e-2,0.0006746813871848002,"cx3_4: 1.815e-2 , cx3_2: 1.598e-2 "
4,5.078418472686265,41.91728944878548,37.37990587774519,6.799999999999995e-2,0.0007375361071256911,"cx4_2: 1.553e-2 , cx4_3: 1.815e-2 "
