Frequency (GHz),T1 (µs),T2 (µs),√x (sx) error,Single-qubit Pauli-X error,Readout assignment error
4.9718596934184545,161.00256825278313,127.0069550273658,2.323532094053358e-4,2.323532094053358e-4,2.499999999999991e-2
