Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Single-qubit U2 error,CNOT error
,4.968671211622909,62.42742210297121,73.94758855739117,2.3700000000000054e-2,2.957540235357527e-4,"cx0_1: 6.447e-3 "
1,4.770091201533624,96.34243718697064,66.91782478868029,2.4799999999999933e-2,2.527249688169423e-4,"cx1_2: 1.728e-2 , cx1_0: 6.447e-3 "
2,5.0151586136790565,79.90071539580232,89.87942393049946,1.7800000000000038e-2,4.112188660964363e-4,"cx2_3: 1.051e-2 , cx2_1: 1.728e-2 "
3,5.2592535305390635,94.72515001654202,118.1868952483326,2.2699999999999942e-2,4.055114663398373e-4,"cx3_4: 1.623e-2 , cx3_2: 1.051e-2 "
4,4.997646490905924,80.1776441329653,115.30077263761844,6.830000000000003e-2,1.3557938718800299e-3,"cx4_3: 1.623e-2 "
