Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,76.94646527524837,25.246942595037623,5.100118673885979,3.6799999999999944e-2,4.354987179069347e-3,
Q1,65.96785324023823,124.17688604388796,5.23852602022643,4.6499999999999986e-2,1.5863855744326916e-2,"CX1_0: 5.125e-2, CX1_2: 4.454e-2"
Q2,67.89010378370372,131.1124838096922,5.032577318351371,3.53e-2,8.857398881931045e-3,"CX2_3: 4.584e-2"
Q3,70.43677097910495,65.2205375257063,4.896244017642693,5.359999999999998e-2,2.1006939920368284e-3,
Q4,42.00405531161699,17.271058572483035,5.030505017463324,5.8599999999999985e-2,8.1203048802716e-3,"CX4_3: 6.315e-2, CX4_10: 9.487e-2"
Q5,25.032079538263837,47.80292433189006,5.0671594393290516,5.369999999999997e-2,4.681863826533905e-3,"CX5_4: 9.131e-2, CX5_6: 6.745e-2, CX5_9: 7.010e-2"
Q6,52.21186091225188,65.91023470877973,4.923813750586062,3.3499999999999974e-2,4.876516682707721e-3,"CX6_8: 6.737e-2"
Q7,43.94549571537924,72.38833883810703,4.974565638619368,1.4990000000000003e-1,3.621798637154283e-3,"CX7_8: 3.702e-2"
Q8,47.78508526572919,61.8589874669088,4.739557528960792,7.430000000000003e-2,4.581192437233539e-3,
Q9,47.36132340042259,39.65527558741571,4.963374874784844,7.740000000000002e-2,6.522367679330232e-3,"CX9_8: 5.249e-2, CX9_10: 8.598e-2"
Q10,51.348408853156506,42.55221040469399,4.945046877728222,6.730000000000003e-2,9.80323311860154e-3,
Q11,52.2196601531944,92.69666858704684,5.005002921046814,2.5700000000000056e-2,3.491281023321968e-3,"CX11_3: 6.409e-2, CX11_10: 1.437e-1, CX11_12: 3.898e-2"
Q12,65.57420413458357,113.24437403515114,4.759982067149411,3.190000000000004e-2,4.889540058584885e-3,"CX12_2: 8.174e-2"
Q13,17.42566629160826,29.063098081030894,4.968512050998804,5.600000000000005e-2,1.2919256072521534e-2,"CX13_1: 1.045e-1, CX13_12: 5.409e-2"
