Qubit,T1 (µs),T2 (µs),Frecuency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,115.18985179454982,94.10256825099295,4.819507162294153,1.9000000000000017e-2,9.948110488932906e-4,"cx0_1: 5.773e-3"
Q1,90.00389075770046,38.87414279163402,4.891106190759571,2.200000000000002e-2,7.0088389219166e-4,"cx1_0: 5.773e-3, cx1_2: 7.589e-3, cx1_3: 1.694e-2"
Q2,140.6160917130581,93.58514046934224,4.716879015305282,4.1000000000000036e-2,7.984503147643452e-4,"cx2_1: 7.589e-3"
Q3,106.18657166957317,99.89831290293618,4.7890406546343165,2.400000000000002e-2,8.728281974540185e-4,"cx3_1: 1.694e-2, cx3_4: 6.799e-3"
Q4,61.85731925435033,40.16803558117874,5.0236925373686345,3.700000000000003e-2,8.54574486665873e-4,"cx4_3: 6.799e-3"
