Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Single-qubit U2 error,CNOT error
,4.968665004861936,85.18164263716022,72.60246522436313,2.4899999999999922e-2,2.3992444709763965e-4,"cx0_1: 1.000e+0 "
1,4.770076734099559,93.3679937858313,94.82760002134762,2.760000000000007e-2,2.3610458883748314e-4,"cx1_2: 1.000e+0 , cx1_0: 1.000e+0 "
2,5.015170474992877,73.86122388124308,128.14822066765996,2.3900000000000032e-2,3.8410321069488743e-4,"cx2_3: 9.888e-3 , cx2_1: 1.000e+0 "
3,5.259260068874627,88.54629707429609,110.57437488553732,3.249999999999997e-2,3.289024625719187e-4,"cx3_4: 2.687e-2 , cx3_2: 9.888e-3 "
4,4.997670218263818,79.92766697941839,150.56403173951801,5.369999999999997e-2,9.412659860198626e-4,"cx4_3: 2.687e-2 "
