Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,57.04877268825251,25.20057660091497,5.100142038574352,2.4799999999999933e-2,4.1593762243280485e-3,
Q1,53.264772341137345,59.23150067281835,5.238529220671719,6.169999999999998e-2,1.804409380293881e-2,"CX1_0: 4.113e-2, CX1_2: 3.520e-2"
Q2,74.1400537912218,114.50470053639835,5.032582723692099,3.369999999999995e-2,6.025392309085054e-3,"CX2_3: 5.588e-2"
Q3,35.583768744917826,22.190042191683002,4.896240432039125,9.840000000000004e-2,1.3762242946956715e-2,
Q4,50.49307959058766,22.40694619359336,5.0297902217870325,5.800000000000005e-2,1.9318381731605272e-2,"CX4_3: 5.490e-2, CX4_10: 5.582e-2"
Q5,26.060694249132233,51.967440344953296,5.067158663834884,5.170000000000008e-2,4.6558855147541545e-3,"CX5_4: 9.596e-2, CX5_6: 5.163e-2, CX5_9: 5.573e-2"
Q6,48.798640807088525,61.95145038625853,4.923829261960573,3.210000000000002e-2,2.816295407325753e-3,"CX6_8: 5.958e-2"
Q7,33.084876201566935,60.010156081550896,4.974567893123337,1.7610000000000003e-1,3.6547155059055703e-3,"CX7_8: 4.131e-2"
Q8,66.27300188489967,93.22417432724939,4.739552152515329,6.159999999999999e-2,4.110413841777905e-3,
Q9,49.75405407936144,81.28300902983794,4.963380273719282,3.700000000000003e-2,4.982918916437873e-3,"CX9_8: 5.127e-2, CX9_10: 6.499e-2"
Q10,48.21371287662247,42.98655985234587,4.945058084165557,5.0899999999999945e-2,4.639846587263352e-3,
Q11,61.032413892958296,83.57827726369189,5.005006873294485,3.739999999999999e-2,2.8269574187064217e-3,"CX11_3: 5.915e-2, CX11_10: 4.775e-2, CX11_12: 5.145e-2"
Q12,83.7127945681851,151.07728569132766,4.760084207900061,5.4300000000000015e-2,7.156551898757524e-3,"CX12_2: 5.685e-2"
Q13,16.168617756496015,18.6154581808199,4.968516844847994,9.650000000000003e-2,2.1178169441361416e-2,"CX13_1: 1.954e-1, CX13_12: 4.764e-2"
