Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,5.1148594474848,54.222813602595906,87.20655755396214,4.569999999999996e-2,0.0003878570969803951,"cx0_14: 2.198e-2 , cx0_1: 1.535e-2 "
1,5.235717611467407,49.22663757230982,53.37553483549608,1.018e-1,0.0008489702428712005,"cx1_13: 4.053e-2 , cx1_2: 1.129e-2 , cx1_0: 1.535e-2 "
2,5.038467784317463,59.67520825299341,89.7373254628448,2.6699999999999946e-2,0.0006641360731361537,"cx2_12: 5.860e-2 , cx2_3: 2.260e-2 , cx2_1: 1.129e-2 "
3,4.894583727458457,64.25192933953659,16.496371906395446,4.5599999999999974e-2,0.0005069703089424177,"cx3_11: 3.631e-2 , cx3_4: 2.082e-2 , cx3_2: 2.260e-2 "
4,5.021573129911714,42.97724326261967,33.31297870414074,4.8799999999999955e-2,0.0010839291579963569,"cx4_10: 4.752e-2 , cx4_5: 3.561e-2 , cx4_3: 2.082e-2 "
5,5.073086464640326,18.326584986704123,33.60915235063719,5.449999999999999e-2,0.0028761038390596096,"cx5_9: 4.452e-2 , cx5_6: 4.785e-2 , cx5_4: 3.561e-2 "
6,4.929435307451624,79.59246806355331,85.44702672415157,2.2299999999999986e-2,0.001073005647834689,"cx6_8: 1.846e-2 , cx6_5: 4.785e-2 "
7,4.982617733110145,39.50127840635657,12.947417340019005,7.899999999999996e-2,0.0026594830719280454,"cx7_8: 2.293e-2 "
8,4.751544160664722,110.12339407491648,152.86044249313167,6.130000000000002e-2,0.0007614099875078759,"cx8_6: 1.846e-2 , cx8_9: 2.472e-2 , cx8_7: 2.293e-2 "
9,4.973444091873179,45.416192330885686,43.4480200380885,8.610000000000007e-2,0.0019301522108829095,"cx9_5: 4.452e-2 , cx9_10: 3.822e-2 , cx9_8: 2.472e-2 "
10,4.944789914661873,47.854822265069785,54.65972001247787,8.77e-2,0.0018486787337929137,"cx10_4: 4.752e-2 , cx10_11: 2.768e-2 , cx10_9: 3.822e-2 "
11,4.997423518756628,56.212618030038925,75.43274852179775,1.845e-1,0.0004916325601568426,"cx11_3: 3.631e-2 , cx11_12: 1.558e-2 , cx11_10: 2.768e-2 "
12,4.7633826080398185,72.44828637037651,58.30176904358619,9.560000000000002e-2,0.0010146877652072927,"cx12_2: 5.860e-2 , cx12_13: 2.161e-2 , cx12_11: 1.558e-2 "
13,4.974292890919794,32.40960259903533,35.65091441355349,8.220000000000005e-2,0.002020575579937581,"cx13_14: 2.856e-2 , cx13_1: 4.053e-2 , cx13_12: 2.161e-2 "
14,5.006793492260105,37.30933593255264,48.27561030729141,5.069999999999997e-2,0.0005762680580178582,"cx14_0: 2.198e-2 , cx14_13: 2.856e-2 "
