Qubit,Frequency (GHz),T1 (µs),T2 (µs),√x (sx) error,Single-qubit Pauli-X error,Readout assignment error,CNOT error
,4.822055038037015,93.18502061549262,64.05346630279834,2.0945011229442717e-4,2.0945011229442717e-4,1.1299999999999977e-2,"cx0_1: 1.461e-2 "
1,4.75983309262827,75.535377170229,91.82918714319894,8.326248516851125e-4,8.326248516851125e-4,2.3700000000000054e-2,"cx1_3: 1.220e-2 , cx1_2: 1.497e-2 , cx1_0: 1.461e-2 "
2,4.907304127751902,95.38521387687398,79.69967951087627,4.096914981530228e-4,4.096914981530228e-4,1.869999999999994e-2,"cx2_1: 1.497e-2 "
3,4.878963707810984,70.55225787726279,97.82711429183762,3.5384943584372265e-4,3.5384943584372265e-4,2.0000000000000018e-2,"cx3_5: 1.007e-2 , cx3_1: 1.220e-2 "
4,4.87090909207629,78.46517555127545,39.937807860261906,5.165965965973651e-4,5.165965965973651e-4,2.4799999999999933e-2,"cx4_5: 1.104e-2 "
5,4.963967463889395,84.16172840385133,160.48006832953257,3.844843759673132e-4,3.844843759673132e-4,1.529999999999998e-2,"cx5_6: 1.023e-2 , cx5_4: 1.104e-2 , cx5_3: 1.007e-2 "
6,5.177095473511522,65.58858938740855,32.95179884559579,4.3990780078212015e-4,4.3990780078212015e-4,2.4699999999999944e-2,"cx6_5: 1.023e-2 "
