Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,70.42092680288661,23.103548986058367,5.100140581178729,4.049999999999998e-2,4.919575151072331e-3,
Q1,60.687262611905076,100.07942395910807,5.238523973062475,1.4789999999999992e-1,1.0655829077403922e-2,"CX1_0: 4.431e-2, CX1_2: 3.789e-2"
Q2,71.16391461900886,140.04275471379913,5.032580652703579,5.630000000000002e-2,6.16845495546503e-3,"CX2_3: 3.062e-2"
Q3,73.60092168443755,62.85312569341148,4.896243804309421,5.059999999999998e-2,2.5597710918012773e-3,
Q4,47.5320106003868,21.87494487509867,5.030595124204492,1.38e-1,7.25398383736886e-3,"CX4_3: 5.744e-2, CX4_10: 9.586e-2"
Q5,26.29559562534957,42.763842131364484,5.067159966634149,6.1999999999999944e-2,4.7721794630686265e-3,"CX5_4: 8.420e-2, CX5_6: 1.016e-1, CX5_9: 7.288e-2"
Q6,65.51481130880414,70.54805653762821,4.923823857670308,3.300000000000003e-2,3.7177565995145656e-3,"CX6_8: 3.631e-2"
Q7,45.17037013570207,80.98235733224631,4.9745466701337735,1.1650000000000005e-1,2.8654294915776424e-3,"CX7_8: 2.848e-2"
Q8,63.94535408315488,86.70034910473338,4.739554904073534,6.659999999999999e-2,3.472015731146527e-3,
Q9,36.90355949075018,55.77633942046407,4.963380555034803,3.53e-2,6.886988889588275e-3,"CX9_8: 4.754e-2, CX9_10: 4.880e-2"
Q10,46.06315251659686,46.63163973128245,4.945062074847805,5.500000000000005e-2,4.017043823995703e-3,
Q11,56.81320696083262,66.91959800744719,5.005001183279316,4.390000000000005e-2,5.392251059189723e-3,"CX11_3: 3.264e-2, CX11_10: 4.057e-2, CX11_12: 5.055e-2"
Q12,55.039530812393245,89.1249332158805,4.759961518275576,5.130000000000001e-2,1.2572452700690073e-2,"CX12_2: 7.672e-2"
Q13,23.68792532162943,38.484915290271225,4.96853237577912,5.4400000000000004e-2,1.0293864136043385e-2,"CX13_1: 1.619e-1, CX13_12: 5.023e-2"
